"Saccharomyces cerevisiae","Rhodosporidium toruloides","CS","EL","Trees","phylome","ensembl","orthomcl","treefam","eggnog","hogenom"
"P53273","M7XFC7","0.667","1","3","1.00/2","","","","",""
"A0A0D4AVH6","M7XFP7","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q3D3","M7WZC8","1.000","1","1","","","","","",""
"A0A0D4Q2N9","M7XLD8","1.000","2","3","1.00/2","","","","",""
"A0A0D4N8Z7","M7WL56","1.000","2","3","1.00/2","","","","",""
"N1P8F2","M7X2S0","1.000","2","3","1.00/2","","","","",""
"A6ZW65","M7WHS1","1.000","2","3","1.00/2","","","","",""
"N1P8C7","M7WEJ0","1.000","2","3","1.00/2","","","","",""
"A0A0C6CX21","M7XJX2","0.600","2","5","0.50/4","","","","",""
"N1NZV2","M7XAM1","1.000","2","3","1.00/2","","","","",""
"A0A0C5FM34","M7X5F0","1.000","2","3","1.00/2","","","","",""
"A0A0D4LZI4","M7XGA9","1.000","2","3","1.00/2","","","","",""
"A0A0D3TUN6","M7XPK0","1.000","1","1","","","","","",""
"P40093","M7WXZ3","1.000","2","3","1.00/2","","","","",""
"A0A0D3SW58","M7X698","1.000","2","3","1.00/2","","","","",""
"N1P337","M7X4L2","1.000","1","1","","","","","",""
"A0A0D4KNM2","M7X3Z9","1.000","2","3","1.00/2","","","","",""
"A0A0D4GSH6","M7X212","1.000","1","1","","","","","",""
"A0A0D4Y2I3","M7WS57","1.000","1","1","","","","","",""
"A0A0D4KQX9","M7XH01","1.000","1","2","1.00/2","","","","",""
"A0A0C5LT31","M7XFD8","1.000","2","3","1.00/2","","","","",""
"N1P9S4","M7WKA3","1.000","1","1","","","","","",""
"A0A0D4Y262","M7WZ34","1.000","1","1","","","","","",""
"P40079","M7XIC7","1.000","1","1","","","","","",""
"A0A0D4T527","M7XEW0","1.000","2","3","1.00/2","","","","",""
"A0A0D4JQN2","M7X4F3","1.000","2","11","1.00/10","","","","",""
"A0A0D4RXQ0","M7XMC5","0.923","2","39","0.92/38","","","","",""
"A0A0D4L328","M7WKJ0","1.000","2","3","1.00/2","","","","",""
"A0A0D4RVW4","M7XQ65","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2W1","M7X2S0","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q6F4","M7XX27","0.800","2","5","0.75/4","","","","",""
"A0A0D4YJ42","M7X1B9","1.000","1","1","","","","","",""
"A0A0D4I3I3","A0A061AEZ8","1.000","2","3","1.00/2","","","","",""
"A0A0D4H833","M7XZK8","0.500","1","8","0.50/8","","","","",""
"A0A0C5NV02","M7X438","0.667","1","3","1.00/2","","","","",""
"A0A0D4KPC5","M7X560","0.500","1","4","0.50/4","","","","",""
"A0A0D4GTU2","M7WKT8","1.000","2","3","1.00/2","","","","",""
"N1P9Q0","M7WWH7","1.000","1","1","","","","","",""
"A0A0D4UNK1","M7XYS1","1.000","2","3","1.00/2","","","","",""
"N1NXT7","M7X081","1.000","2","13","1.00/12","","","","",""
"A0A0D4UQ59","M7WJY9","1.000","2","3","1.00/2","","","","",""
"A0A0D4RKP2","M7WX38","1.000","1","2","1.00/2","","","","",""
"N1P4B6","M7X6R5","1.000","1","1","","","","","",""
"A0A0D4UMK6","M7WIQ2","1.000","2","29","1.00/28","","","","",""
"A0A0D4GSN7","M7XE10","0.500","1","2","0.50/2","","","","",""
"N1NVW6","M7XTG0","1.000","1","1","","","","","",""
"A0A0D4KH01","M7WYF5","1.000","2","3","1.00/2","","","","",""
"P39713","M7WPN2","1.000","2","11","1.00/10","","","","",""
"A0A024XNJ6","M7WKA2","0.600","2","5","0.50/4","","","","",""
"E7Q496","M7WNE2","0.667","1","3","1.00/2","","","","",""
"A0A0D4AUC4","M7X661","1.000","1","2","1.00/2","","","","",""
"N1P6V6","M7XTM7","1.000","2","19","1.00/18","","","","",""
"B3LFZ6","M7X7L9","1.000","1","1","","","","","",""
"A0A0D3TPQ1","M7WXT3","1.000","2","3","1.00/2","","","","",""
"Q99382","M7XJ49","1.000","2","3","1.00/2","","","","",""
"A0A0D4I1A8","M7X7Q5","0.667","2","3","0.50/2","","","","",""
"A0A0C5LSS9","M7WIT3","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y0W8","M7XG51","1.000","2","3","1.00/2","","","","",""
"A0A0D4FX41","M7XLK0","1.000","2","3","1.00/2","","","","",""
"N1P2C0","M7XEW1","0.750","1","4","0.75/4","","","","",""
"A0A0C6ARE8","M7XWF8","1.000","1","1","","","","","",""
"A0A0D4GVZ3","M7XP96","1.000","2","3","1.00/2","","","","",""
"A0A0D3Y0K3","M7XLM4","1.000","2","3","1.00/2","","","","",""
"A0A0D4KG20","M7XMK6","1.000","2","3","1.00/2","","","","",""
"A0A0C5NTQ5","M7WR96","1.000","1","2","1.00/2","","","","",""
"A0A0D4UPD5","M7WP44","0.889","1","9","1.00/8","","","","",""
"P42948","M7Y0N2","1.000","1","1","","","","","",""
"P38682","M7WYG4","0.667","1","3","1.00/2","","","","",""
"A0A0C5XXF0","M7XSR7","1.000","2","29","1.00/28","","","","",""
"A0A0D3WNG8","M7WNT6","1.000","1","1","","","","","",""
"A0A0D3UD35","M7XP35","1.000","2","3","1.00/2","","","","",""
"A0A0D4PMF5","M7XHT1","1.000","1","4","1.00/4","","","","",""
"A0A0C6D7V1","M7WMP5","1.000","1","4","1.00/4","","","","",""
"A0A0D4SGY5","M7WQZ1","0.933","2","15","0.93/14","","","","",""
"A0A0D4GUB6","M7WTY4","1.000","1","1","","","","","",""
"A0A0D4LZS0","M7WNI4","1.000","1","1","","","","","",""
"A0A0C6D7S4","M7XFW7","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMP3","M!04334650","1.000","1","4","1.00/4","","","","",""
"A0A0C5NID4","M7XI09","1.000","1","1","","","","","",""
"A0A0D4Y215","M7XFU8","1.000","2","3","1.00/2","","","","",""
"A0A0D4I2V4","M7X4J0","1.000","2","3","1.00/2","","","","",""
"A0A0D3X3M2","M7WLT7","1.000","2","5","1.00/4","","","","",""
"A0A0D3UJY5","M7X5F4","1.000","2","3","1.00/2","","","","",""
"A0A0C5Z6D1","M7WTH2","1.000","2","3","1.00/2","","","","",""
"A0A0D3SWD0","M7WLF7","1.000","2","3","1.00/2","","","","",""
"A0A0D4GU13","M7X8M4","1.000","1","1","","","","","",""
"A0A0C5NZ16","M7X6P6","0.667","1","3","1.00/2","","","","",""
"A0A0D4GE80","M7XE18","1.000","1","2","1.00/2","","","","",""
"A0A0D3WMS9","M7XXK5","1.000","2","3","1.00/2","","","","",""
"A0A0C6A513","M7WJE2","0.667","1","3","1.00/2","","","","",""
"A0A0D4YV09","M7XAU6","0.600","1","5","0.75/4","","","","",""
"A0A0C5LQN8","M7WLQ1","1.000","2","3","1.00/2","","","","",""
"A0A0D3UFS8","M7WZ76","1.000","2","3","1.00/2","","","","",""
"A0A0D4KR69","M7XIY2","1.000","2","3","1.00/2","","","","",""
"A0A0D4AVM8","A0A061BF01","1.000","2","3","1.00/2","","","","",""
"A0A024XTG9","M7WS70","1.000","1","2","1.00/2","","","","",""
"A0A0D3SWN5","M7X3Z4","1.000","2","3","1.00/2","","","","",""
"A0A0D4RDF9","M7XKD7","1.000","2","3","1.00/2","","","","",""
"A0A0D3XZW5","M7WWP7","1.000","2","3","1.00/2","","","","",""
"N1P4P5","M7XFM1","0.714","2","7","0.67/6","","","","",""
"A0A0D4JM69","M7WTG7","1.000","2","3","1.00/2","","","","",""
"A0A0D4GCL6","M7XUF2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2W3","M7X4P1","0.500","1","2","0.50/2","","","","",""
"A0A0C6ABZ1","M7XIU1","0.909","1","11","1.00/10","","","","",""
"N1NWA3","M7X5B9","1.000","1","1","","","","","",""
"A0A0D4Y1J8","M7WYM4","0.800","1","5","1.00/4","","","","",""
"A0A0C5NTF3","M7XRN9","1.000","2","3","1.00/2","","","","",""
"P32350","M7XPB8","1.000","1","4","1.00/4","","","","",""
"A0A0D4GTV5","M7WSB4","1.000","1","1","","","","","",""
"A0A0C6D870","M7WYJ5","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUK6","M7XIV2","1.000","1","1","","","","","",""
"A0A0D4AUJ3","M7WYA9","1.000","2","3","1.00/2","","","","",""
"A0A0C5QP75","M7XFD4","0.667","1","3","1.00/2","","","","",""
"A0A0C6ABI4","M7WK77","1.000","1","1","","","","","",""
"A0A0D3WMJ2","M7X4U9","1.000","1","1","","","","","",""
"A0A0D3XYG2","M7WV02","1.000","2","3","1.00/2","","","","",""
"A0A0C5LTA4","M7XTK3","1.000","2","3","1.00/2","","","","",""
"P29461","M7X771","1.000","1","1","","","","","",""
"A0A0D3XZS5","M7XVI2","1.000","2","3","1.00/2","","","","",""
"N1P2I8","M7X7N7","0.667","1","3","1.00/2","","","","",""
"A0A0D4GUV5","M7WNY8","1.000","2","7","1.00/6","","","","",""
"N1P1W6","M7X2G8","1.000","1","1","","","","","",""
"A0A0D3SWQ8","M7XIK6","1.000","2","3","1.00/2","","","","",""
"A0A0C5LGZ1","M7WU71","1.000","2","3","1.00/2","","","","",""
"A0A0C5LGY1","M7XXD2","1.000","2","3","1.00/2","","","","",""
"A0A0C5Z678","M7XJ54","0.667","2","3","0.50/2","","","","",""
"A0A0D4I3M4","M7WRI0","0.667","1","3","1.00/2","","","","",""
"A0A0D4GV68","M7WTJ2","1.000","2","3","1.00/2","","","","",""
"A0A0C5YHY0","M7WID5","1.000","1","1","","","","","",""
"A0A0C5LQQ5","M7WD95","1.000","2","3","1.00/2","","","","",""
"A0A0D4AV81","M7XE83","1.000","1","1","","","","","",""
"A0A0D3X6P1","M7X6W8","1.000","2","3","1.00/2","","","","",""
"M!03907628","M7WRR7","1.000","1","4","1.00/4","","","","",""
"A0A0D4A516","M7X431","0.778","2","9","0.75/8","","","","",""
"A0A0C5QE22","M7XAE2","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMV2","M7X1H4","0.600","2","5","0.50/4","","","","",""
"A0A0C6BX59","M7WMP8","1.000","1","1","","","","","",""
"P36087","M7X5A1","1.000","1","1","","","","","",""
"N1P1I3","M7XKN2","0.667","1","3","1.00/2","","","","",""
"A0A0D3XMP6","M7XI94","1.000","2","3","1.00/2","","","","",""
"A0A0C5Z6C6","M7X4U1","1.000","2","3","1.00/2","","","","",""
"N1NZK8","M7XLD9","0.667","2","3","0.50/2","","","","",""
"A0A0D3ZQP9","M7WCP5","1.000","1","1","","","","","",""
"A0A0D4Q5P5","M7XXZ4","1.000","2","19","1.00/18","","","","",""
"A0A0D4GUN5","M7X0I3","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q6Y2","M7X6L4","1.000","2","3","1.00/2","","","","",""
"A0A0D4TTL7","M7WJU2","1.000","2","9","1.00/8","","","","",""
"A0A0C6BHF1","M7WWB3","1.000","2","3","1.00/2","","","","",""
"A0A0C5G369","M7XHL0","1.000","2","3","1.00/2","","","","",""
"A0A0D3Y0G3","M7XDQ2","1.000","1","1","","","","","",""
"A0A0D4Y336","M7WVH2","1.000","2","3","1.00/2","","","","",""
"E7Q799","M7XAE2","1.000","2","3","1.00/2","","","","",""
"A0A0D3SXT0","M7WLY1","1.000","2","5","1.00/4","","","","",""
"A0A0D4Q290","M7WLV3","1.000","2","3","1.00/2","","","","",""
"A0A0D4SR69","M7WVJ7","1.000","2","3","1.00/2","","","","",""
"A0A0D4KNB0","A0A061BJB1","0.600","2","5","0.50/4","","","","",""
"A0A0D4RYA9","M7WUE4","1.000","1","1","","","","","",""
"A0A0C5NJB3","M7WNK1","1.000","1","1","","","","","",""
"A0A0D4Y2J4","M7X7V1","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2R8","M7X215","1.000","2","3","1.00/2","","","","",""
"A0A0C6CE79","M7XHK0","0.714","2","7","0.67/6","","","","",""
"A0A0D3UJR2","M7XRQ3","1.000","2","3","1.00/2","","","","",""
"A0A0D4S1Q1","M7XHV7","0.600","2","5","0.50/4","","","","",""
"A0A0D3UKS8","M7Y0N2","1.000","1","1","","","","","",""
"N1P1P1","M7WZU6","0.500","1","2","0.50/2","","","","",""
"A0A0D4KPL4","M7X374","1.000","2","5","1.00/4","","","","",""
"P17106","M7XK32","1.000","1","1","","","","","",""
"A0A0D4ZXD5","M7WVK0","1.000","2","3","1.00/2","","","","",""
"A0A0D4ZX92","M7WJQ7","1.000","2","3","1.00/2","","","","",""
"A0A0C6ACN9","M7WL24","1.000","2","3","1.00/2","","","","",""
"A0A0D4GAD4","M7XPW9","0.923","2","13","0.92/12","","","","",""
"E7Q5N7","M7WNP9","1.000","1","1","","","","","",""
"A0A0D4Q225","M7XNX3","1.000","1","1","","","","","",""
"A0A0D4Q2B2","M7X2E1","1.000","2","3","1.00/2","","","","",""
"A0A0C6D7X5","M7WJ06","0.667","1","6","0.67/6","","","","",""
"A0A0C5M4V4","M7WT16","1.000","2","3","1.00/2","","","","",""
"A0A0D3XZD7","M7XWD9","1.000","2","3","1.00/2","","","","",""
"A0A0C5NJV2","M7X3L7","0.778","2","9","0.75/8","","","","",""
"A0A0D4FVZ6","M7XKT9","1.000","2","11","1.00/10","","","","",""
"Q08179","M7WXQ2","0.600","2","5","0.50/4","","","","",""
"A0A0C5R7N3","M7Y037","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUS1","M7WRR3","1.000","2","5","1.00/4","","","","",""
"N1NZS5","M7X6J3","1.000","1","1","","","","","",""
"A0A0D4I3X9","M7X3Z4","1.000","2","3","1.00/2","","","","",""
"P22134","M7WMB5","1.000","1","1","","","","","",""
"A0A0C6BLX0","M7X3P6","1.000","2","3","1.00/2","","","","",""
"A0A0D3UMD4","M7XNI1","1.000","2","3","1.00/2","","","","",""
"A0A0C5YPM5","M7XL21","0.600","2","5","0.50/4","","","","",""
"A0A0D4N0V9","M7WQT7","1.000","2","3","1.00/2","","","","",""
"A0A0C5QDW8","M7WR42","1.000","1","1","","","","","",""
"A0A0D4N0X3","M7WMX7","1.000","2","3","1.00/2","","","","",""
"A0A0D4MEL4","M7XIE8","1.000","2","3","1.00/2","","","","",""
"P25370","M7XXD7","1.000","1","1","","","","","",""
"A0A0D4K0E3","M7WDN7","1.000","1","1","","","","","",""
"A0A0D4UNX4","M7WSY6","1.000","1","1","","","","","",""
"A0A0C6C702","M7XAS2","1.000","2","3","1.00/2","","","","",""
"A0A024XXN0","M7X7D5","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q3J2","M7XGY2","1.000","2","5","1.00/4","","","","",""
"A0A0D4S218","M7WKY2","1.000","2","3","1.00/2","","","","",""
"A0A0D3S2D7","M7X200","1.000","2","5","1.00/4","","","","",""
"A0A0D4KPX5","M7XHB5","1.000","1","4","1.00/4","","","","",""
"A0A0D4SP68","M7WLR1","1.000","2","3","1.00/2","","","","",""
"M!03904503","M7WKF4","1.000","1","1","","","","","",""
"A0A0D4FPI5","M7WCZ5","1.000","2","3","1.00/2","","","","",""
"A0A0D3XZW8","M7WSX0","1.000","2","3","1.00/2","","","","",""
"A0A0C5LQZ8","A0A061BL35","1.000","2","3","1.00/2","","","","",""
"N1NWC3","M7WWF3","1.000","1","1","","","","","",""
"M!03904591","M7WV75","0.600","2","5","0.50/4","","","","",""
"A0A0D3Z5G6","M7WEY0","0.857","1","7","1.00/6","","","","",""
"A0A0D3VUE2","M7XGT8","1.000","1","1","","","","","",""
"A0A0D3VU96","M7WG35","1.000","2","3","1.00/2","","","","",""
"A0A0D4KPG7","M7WM34","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2L6","M7XXN8","0.500","1","2","0.50/2","","","","",""
"A0A0D3XZR0","M7WW29","1.000","2","3","1.00/2","","","","",""
"A0A0D4TBL0","M7X4F3","0.846","2","13","0.83/12","","","","",""
"M!03906127","M7WV23","1.000","1","1","","","","","",""
"A0A0D4Q753","A0A061AF09","1.000","2","3","1.00/2","","","","",""
"E7Q5A6","M7WP91","1.000","1","4","1.00/4","","","","",""
"A0A0C5ZYV6","M7WLT0","1.000","2","3","1.00/2","","","","",""
"N1PAK2","M7WFK5","0.667","1","3","1.00/2","","","","",""
"N1NVZ8","M7WMH2","0.800","2","5","0.75/4","","","","",""
"Q03640","M7WFP5","0.800","1","5","1.00/4","","","","",""
"A0A0D4SQW3","M7XY18","1.000","2","3","1.00/2","","","","",""
"N1P689","M7WQ88","0.667","1","3","1.00/2","","","","",""
"A0A0D3TUJ7","M7WQY0","0.500","1","4","0.50/4","","","","",""
"A0A0D4Y239","M7WUP1","1.000","1","2","1.00/2","","","","",""
"E7Q3K5","M7WE77","1.000","1","1","","","","","",""
"A0A0D4AUU1","M7X7G5","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUS6","M7WK09","1.000","2","3","1.00/2","","","","",""
"P13711","M7WHA9","1.000","1","1","","","","","",""
"N1P8B6","M7X8I3","0.750","1","4","0.75/4","","","","",""
"A0A0D3S0T2","M7WS84","1.000","2","3","1.00/2","","","","",""
"A0A0D4GVP5","M7WLU2","1.000","2","3","1.00/2","","","","",""
"A0A0D4ULM3","M7XI23","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUW3","M7XPW7","1.000","2","5","1.00/4","","","","",""
"A0A0C6AJU1","M7WNR0","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2M6","M7WTW2","1.000","2","3","1.00/2","","","","",""
"A0A0D4I1S6","M7XJ93","1.000","2","15","1.00/14","","","","",""
"A0A0D3Y0B3","M7WZ60","1.000","2","3","1.00/2","","","","",""
"P38989","M7WNB2","1.000","2","7","1.00/6","","","","",""
"A0A0D4XPQ1","M7WSC1","1.000","1","2","1.00/2","","","","",""
"A0A0D3ZVJ5","M7X364","1.000","1","10","1.00/10","","","","",""
"E7Q678","M7XLN7","1.000","2","3","1.00/2","","","","",""
"A0A0D4KN12","M7WQ02","0.800","1","5","1.00/4","","","","",""
"A0A0D3UBJ4","M7WR18","1.000","2","3","1.00/2","","","","",""
"A0A0D4WMU2","M7WZH1","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2L3","M7XNA4","0.667","1","3","1.00/2","","","","",""
"A0A0C6AG32","M7WXQ4","1.000","1","2","1.00/2","","","","",""
"M!03905678","M7WKY9","1.000","2","3","1.00/2","","","","",""
"A0A0D4KNP5","M7WLQ9","1.000","2","3","1.00/2","","","","",""
"A0A0D3UUP5","M7XUL2","0.889","2","9","0.88/8","","","","",""
"E7Q0Y9","M7WWE2","1.000","2","12","1.00/10","1.00/2","","","",""
"N1P8D4","M7WUB7","0.667","1","3","1.00/2","","","","",""
"N1NXI9","M7WSR6","1.000","2","3","1.00/2","","","","",""
"A0A0C5Z6I7","M7X6B0","0.600","2","5","0.50/4","","","","",""
"N1NXB2","M7X7F9","0.909","2","11","0.90/10","","","","",""
"A0A0D4NQ81","M7XH16","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q647","M7WRR7","1.000","1","4","1.00/4","","","","",""
"A0A0D4FE35","M7XP63","0.800","1","5","1.00/4","","","","",""
"A0A0D4N8Q2","M7WNX4","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2H4","M7WN19","1.000","2","5","1.00/4","","","","",""
"A0A0D4H6K5","M7WQU1","1.000","2","3","1.00/2","","","","",""
"N1P792","M7XXM8","1.000","2","7","1.00/6","","","","",""
"N1P926","M7WKY9","0.889","2","9","0.88/8","","","","",""
"M!03907279","M7WZR7","1.000","1","1","","","","","",""
"A0A0D4QX81","M7XKA2","1.000","1","18","1.00/18","","","","",""
"A0A0C5R2K9","M7XX48","1.000","2","3","1.00/2","","","","",""
"M!03905479","M7WZV1","1.000","1","1","","","","","",""
"A0A0C5LQ98","M7X9Q5","1.000","2","3","1.00/2","","","","",""
"A0A0D4RWJ7","M7WNH3","1.000","2","7","1.00/6","","","","",""
"E7Q1N2","M7X651","1.000","1","1","","","","","",""
"A0A0C6ACK5","M7XEG0","1.000","2","3","1.00/2","","","","",""
"A0A0C6AG44","M7WTP5","1.000","2","3","1.00/2","","","","",""
"A0A0C6CWR5","M7WNY9","0.800","1","5","1.00/4","","","","",""
"A0A0D4NX91","M7XGT9","1.000","1","1","","","","","",""
"A0A0D4GTN7","M7WPB8","1.000","2","3","1.00/2","","","","",""
"A0A0D4M2R9","M7X4N6","1.000","2","3","1.00/2","","","","",""
"A0A0D4I9S8","M7WS52","1.000","2","5","1.00/4","","","","",""
"A0A0C6CQ55","M7XNX9","0.957","1","23","1.00/22","","","","",""
"A0A0D4AU00","M7WYW9","1.000","1","1","","","","","",""
"A0A0D4LRQ3","M7XN14","1.000","1","1","","","","","",""
"A0A0D3VUM6","M7XB39","1.000","2","3","1.00/2","","","","",""
"A0A0D4K985","M7XFZ0","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q6X2","M7XM72","1.000","1","2","1.00/2","","","","",""
"A0A0D4GT46","M7WI80","0.815","2","27","0.81/26","","","","",""
"A0A0D3UKP3","M7WTQ6","1.000","2","5","1.00/4","","","","",""
"A0A0D4ZWL0","M7XQM4","1.000","1","1","","","","","",""
"A0A0C5NP47","M7WKJ0","1.000","2","3","1.00/2","","","","",""
"A0A0D4A8M2","M7XIN4","1.000","2","3","1.00/2","","","","",""
"A0A0D4RKQ3","M7XDY4","1.000","2","35","1.00/34","","","","",""
"A0A0C5LHN5","M7XXN3","1.000","1","1","","","","","",""
"Q08991","M7WQY7","1.000","2","3","1.00/2","","","","",""
"E7NGA1","M7WXM5","1.000","2","3","1.00/2","","","","",""
"A0A0D3X3V6","M7XLG8","1.000","2","3","1.00/2","","","","",""
"A0A0C6ABR1","M7XRP8","0.667","1","3","1.00/2","","","","",""
"A0A0D4B3Z3","M7XTS7","1.000","2","3","1.00/2","","","","",""
"A0A0D4IXA0","M7XKU4","1.000","2","3","1.00/2","","","","",""
"A0A0D3UK90","M7XP54","1.000","2","3","1.00/2","","","","",""
"P47185","M7WW85","0.923","1","13","1.00/12","","","","",""
"A0A0D4Y223","M7XP66","0.913","2","23","0.91/22","","","","",""
"P33892","M7XWZ2","1.000","2","3","1.00/2","","","","",""
"A0A0D4J1R0","M7WPI3","1.000","1","1","","","","","",""
"M!03907431","M7WG22","1.000","2","3","1.00/2","","","","",""
"A0A0D3UKC3","M7X4Z3","1.000","1","6","1.00/6","","","","",""
"A0A0C5NLR7","A0A061AUT5","0.667","2","6","0.50/4","1.00/2","","","",""
"A0A0D4GTP4","M7WCV9","1.000","2","7","1.00/6","","","","",""
"A0A0D3TAP9","M7XNQ5","1.000","2","3","1.00/2","","","","",""
"A0A0D4ZDA1","M7XBF6","1.000","1","1","","","","","",""
"A0A0D4PBK9","M7X504","1.000","2","3","1.00/2","","","","",""
"N1P2T8","M7WQ42","0.500","1","6","0.75/4","0.00/2","","","",""
"P53914","M7XE50","1.000","2","3","1.00/2","","","","",""
"N1P4C6","M7WE57","1.000","2","3","1.00/2","","","","",""
"A0A0C5LQT0","M7X730","0.889","1","9","1.00/8","","","","",""
"A0A0D4NQ68","M7WCW3","1.000","1","1","","","","","",""
"A0A0D4GTR3","M7WMB3","1.000","1","1","","","","","",""
"A0A0D4NAK7","M7X4K6","0.800","1","5","1.00/4","","","","",""
"A0A0D4NYH3","M7XR30","0.700","1","10","0.70/10","","","","",""
"A0A0D4UMM1","M7WLA0","1.000","2","3","1.00/2","","","","",""
"E7Q6L1","M7XLF5","1.000","2","3","1.00/2","","","","",""
"A0A0D4JNT2","M7XEZ9","1.000","1","1","","","","","",""
"N1P557","M7WK60","1.000","1","1","","","","","",""
"A0A0D4KNC0","M7WV85","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2H8","M7WM05","1.000","2","3","1.00/2","","","","",""
"N1P7J3","M7XQE0","1.000","1","8","1.00/8","","","","",""
"P36013","M7XHV2","0.800","1","5","1.00/4","","","","",""
"A0A0D4UPD8","M7XJ77","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXW2","M7X3I2","1.000","2","3","1.00/2","","","","",""
"A0A0D4YVR8","A0A061ADB9","1.000","1","1","","","","","",""
"N1NYB3","M7XB96","1.000","2","3","1.00/2","","","","",""
"A0A0D4EZI1","M7WKC9","0.909","1","11","1.00/10","","","","",""
"A0A0D4YIS2","M7WVD8","0.950","1","20","0.95/20","","","","",""
"A0A0D4AUV8","M7WRL3","1.000","1","2","1.00/2","","","","",""
"A0A0D4UK94","M7WGV4","1.000","2","3","1.00/2","","","","",""
"M!03906485","M7Y005","1.000","2","3","1.00/2","","","","",""
"A0A0D4XXZ9","M7XG68","1.000","2","6","1.00/4","1.00/2","","","",""
"A0A0C6CDK7","M7WG90","1.000","1","1","","","","","",""
"A0A0C5YV83","M7XNG3","0.938","1","16","0.94/16","","","","",""
"A0A0D4Y1U8","M7WWR9","0.857","2","7","0.83/6","","","","",""
"A0A0D4AUX8","M7WX10","1.000","2","3","1.00/2","","","","",""
"A0A0D3ZZI0","M7WN73","1.000","1","4","1.00/4","","","","",""
"E7Q3S6","M7X4P6","1.000","2","3","1.00/2","","","","",""
"A0A0C6D7T2","M7WXG6","1.000","1","2","1.00/2","","","","",""
"A0A0D4Q8J3","M7WCJ7","1.000","1","2","1.00/2","","","","",""
"A0A0D3SI58","M7XPG3","0.556","2","9","0.50/8","","","","",""
"A0A0D4ZXV2","M7WMP3","0.867","1","15","0.93/14","","","","",""
"A0A0D4GVL4","M7XU83","1.000","1","1","","","","","",""
"A0A0D4KG45","M7X037","1.000","2","3","1.00/2","","","","",""
"A0A0D4N0D0","M7WM48","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUD8","M7X819","1.000","2","3","1.00/2","","","","",""
"A0A024XWB0","M7WYX3","1.000","1","1","","","","","",""
"A0A0D4TTC3","M7X760","1.000","1","2","1.00/2","","","","",""
"A0A0C5N939","M7X2U9","1.000","1","4","1.00/4","","","","",""
"A0A0C6BVR4","M7WQ70","1.000","2","3","1.00/2","","","","",""
"A0A0C5NTT6","M7WXY3","1.000","1","1","","","","","",""
"A0A0D4NUH9","M7WMN2","1.000","2","3","1.00/2","","","","",""
"A0A0C5LSV8","M7XPE3","1.000","2","3","1.00/2","","","","",""
"A0A0D4XZ93","M7WGJ1","1.000","2","3","1.00/2","","","","",""
"A0A0D4GTP3","M7WRZ3","1.000","1","2","1.00/2","","","","",""
"Q04264","M7WVC5","1.000","2","3","1.00/2","","","","",""
"A0A0D4GDA6","M7X9Q9","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q262","M7WLR1","1.000","2","3","1.00/2","","","","",""
"E7Q2C2","M7WJS2","1.000","2","3","1.00/2","","","","",""
"A0A0D4L814","M7WTL6","1.000","1","2","1.00/2","","","","",""
"A0A0C6D1A6","M7XQJ1","1.000","2","3","1.00/2","","","","",""
"A0A0C5LSS2","M7X7S7","1.000","1","2","1.00/2","","","","",""
"A0A0D4Q1N3","M7XVT2","0.500","1","4","0.50/4","","","","",""
"A0A0D4FNZ2","M7XMK5","1.000","1","1","","","","","",""
"A0A0D4AUX4","M7WPH1","0.500","1","2","0.50/2","","","","",""
